filename,positive_score,negative_score,polarity_score,subjectivity_score
blackassign0042.txt,63,24,0.44827585691636945,0.12410841637074406
blackassign0043.txt,75,24,0.5151515099479645,0.12043795605786137
blackassign0044.txt,26,0,0.9999999615384629,0.09489051060258938
blackassign0045.txt,80,39,0.3445378122307747,0.15657894716239612
blackassign0046.txt,26,0,0.9999999615384629,0.054166666553819444
blackassign0047.txt,14,6,0.399999980000001,0.05291005277007923
blackassign0048.txt,3,4,-0.1428571224489825,0.04516129003121749
blackassign0050.txt,24,69,-0.4838709625390219,0.13458755407440295
blackassign0051.txt,17,14,0.09677419042663901,0.08683473365032288
blackassign0052.txt,59,37,0.22916666427951393,0.11664641541112222
blackassign0053.txt,40,3,0.8604650962682536,0.12912912874135396
blackassign0054.txt,5,1,0.6666665555555741,0.02941176456170704
blackassign0055.txt,29,9,0.5263157756232691,0.06540447493045702
blackassign0056.txt,25,8,0.5151514995408637,0.09348441899862771
blackassign0057.txt,15,9,0.24999998958333375,0.1481481472336534
blackassign0058.txt,5,0,0.99999980000004,0.053763440282113543
blackassign0059.txt,23,37,-0.23333332944444451,0.1734104041230913
blackassign0060.txt,9,2,0.636363578512402,0.12643678015589907
blackassign0061.txt,47,19,0.42424241781450883,0.10492845770281645
blackassign0062.txt,10,18,-0.28571427551020445,0.11023622003844008
blackassign0063.txt,23,37,-0.23333332944444451,0.12658227821396145
blackassign0064.txt,25,49,-0.32432431994156324,0.08604651152785289
blackassign0065.txt,42,23,0.292307687810651,0.08701472545245686
blackassign0066.txt,34,25,0.15254237029589204,0.08452722050927332
blackassign0067.txt,25,7,0.5624999824218756,0.0922190199071498
blackassign0068.txt,40,8,0.6666666527777781,0.0907372399040884
blackassign0069.txt,31,6,0.6756756574141715,0.2021857912448864
blackassign0070.txt,40,16,0.42857142091836753,0.0689655171564464
blackassign0071.txt,24,75,-0.5151515099479645,0.24087591182268633
blackassign0072.txt,64,23,0.47126436239926023,0.17092337883905034
blackassign0073.txt,27,45,-0.24999999652777782,0.11501597425716298
blackassign0074.txt,31,26,0.08771929670667901,0.07786885235263818
blackassign0075.txt,24,83,-0.5514018640055901,0.24429223688517754
blackassign0076.txt,40,35,0.06666666577777779,0.1051893406659336
blackassign0077.txt,23,13,0.2777777700617286,0.09278350491550644
blackassign0078.txt,36,25,0.1803278658962645,0.09621451088925156
blackassign0079.txt,32,50,-0.21951219244497328,0.09855769218923355
blackassign0080.txt,36,11,0.5319148822996834,0.02291565089082611
blackassign0081.txt,36,49,-0.1529411746712803,0.10265700470693598
blackassign0082.txt,28,71,-0.43434342995612696,0.11729857806007278
blackassign0083.txt,3,3,0.0,0.07999999893333334
blackassign0084.txt,34,4,0.7894736634349037,0.08351648333293081
blackassign0085.txt,37,34,0.04225352053164056,0.09779614311598328
blackassign0086.txt,55,16,0.5492957669113272,0.08275058265413684
blackassign0087.txt,30,34,-0.062499999023437516,0.12098298653878453
blackassign0088.txt,16,44,-0.46666665888888903,0.061349693188804
blackassign0089.txt,17,42,-0.4237288063774779,0.12317327740464869
blackassign0090.txt,36,48,-0.1428571411564626,0.15969581718689008
blackassign0091.txt,24,27,-0.05882352825836219,0.10344827565223473
blackassign0092.txt,21,43,-0.3437499946289064,0.0866035181507395
blackassign0093.txt,4,3,0.1428571224489825,0.08333333234126986
blackassign0094.txt,32,49,-0.20987654061880814,0.14412811362254785
blackassign0095.txt,8,25,-0.5151514995408637,0.09734513245620904
blackassign0096.txt,27,57,-0.35714285289115655,0.14457831300416812
blackassign0097.txt,21,35,-0.24999999553571436,0.12962962932956104
blackassign0098.txt,6,3,0.33333329629630043,0.037656903608130114
blackassign0099.txt,16,3,0.684210490304711,0.06291390707644402
blackassign0100.txt,31,57,-0.2954545420971075,0.1644859810009608
